lake,Date,pH,Alk (uEq/L),T,Cond,atm pCO2,Bar. Prs. (kP),Altitude (m),Ionic Strength,pK1,pK2,ao,a1,a2,pKH,DIC uM,CO2 uM,pCO2 uatm,equil CO2,log CO2,CO2:CO2 sat.,alpha,flux  mmol/m2/day,enh flux
P,24-06-2008,8.5,5039.7167928053,19.5,1523,370,101.325,509.3,0.0266525,6.2837406719,10.1213041876,0.0059007325,0.9708793289,0.0232199386,1.3953825,4945.5666666667,29.1824659223,725.2779714891,13.9474277992,1.465121987,,1.3705384886,16.0882002579,22.049497666
P,24-06-2014,8.8,,16.5,1294,370,101.325,509.3,0.022645,6.3228465744,10.1698597975,0.0031864924,0.9560185468,0.0407949608,1.3549425, ,,,15.3085522876,,,1.3978876162,,
P,24-09-2007,8.9,4280.9573830415,14.2,1438,370,101.325,509.3,0.025165,6.3469148959,10.1839950236,0.0026530494,0.9480482559,0.0492986946,1.3230852,4081.6666666667,10.8288633723,227.8599901443,16.4737102057,1.0345828743,,1.3086281521,-5.9609582561,-7.8006777876
P,25-05-2005,9.2,3843.233335653,11.7,823,370,101.325,509.3,0.0144025,6.3897321094,10.2665353776,0.001423526,0.9196726764,0.0789037976,1.2876177,3558.3333333333,5.0653798932,98.2267380601,17.8755297793,0.7046120221,,1.3426492355,-13.5275182797,-18.1627120759
P,25-05-2011,8.9,3429.0700214542,15.3,572,370,101.325,509.3,0.01001,6.3550961102,10.2559425807,0.0027238647,0.9551892445,0.0420868908,1.3384137,3290.6416666667,8.9632627243,195.3798745071,15.9024091046,0.9524661263,,1.3875896014,-7.3277385775,-10.1678938518
P,26-05-2009,9.2,4764.2250259311,11.2,888,370,101.325,509.3,0.01554,6.3939117012,10.2655770449,0.0014370217,0.9194997455,0.0790632329,1.2804192,4412.5,6.34085808,120.9392394109,18.174288672,0.802148033,,1.3060864232,-12.4961027051,-16.3209900861
P,26-05-2010,8.9,3264.1103017711,11.8,946,370,101.325,509.3,0.016555,6.3854181807,10.2528177629,0.0029193766,0.9547110411,0.0423695823,1.2890532,3131.6666666667,9.1425144537,177.8766147505,17.8165422433,0.9610656556,,1.1817201717,-9.1597733458,-10.8242889305
P,26-07-2006,9.8,,23.6,1613,370,101.325,509.3,0.0282275,6.2349179651,10.0747720204,0.000177754,0.6529821546,0.3468400915,1.4486128, ,,,12.3385413793,,,7.1866395511,,
P,26-09-2005,9.1,3971.7150099295,14.6,1098,370,101.325,509.3,0.019215,6.3491001276,10.2069858703,0.0016432382,0.9259774359,0.0723793258,1.3286788,3700.8333333333,6.0813508345,129.622041956,16.2628936474,0.7840000587,,1.5132135432,-10.7517092105,-16.2696319893
P,26-10-2006,9.1,4400.2745587596,5.4,1111,370,101.325,509.3,0.0194425,6.4571894797,10.3153192788,0.0021408224,0.9405700925,0.0572890851,1.1943588,4161.6666666667,8.9093893182,139.3820144414,22.1573502034,0.9498479369,,1.0563305517,-13.9898466948,-14.7779024774
P,27-05-2008,8.9,4821.6143092778,11.6,1294,370,101.325,509.3,0.022645,6.3801319844,10.2245976975,0.0028759783,0.9520365459,0.0450874758,1.2861808,4617.7916666667,13.2806686123,256.6851475594,17.9347704277,1.12321994,,1.173528569,-4.9147315171,-5.7675778442
P,27-05-2014,7.7,,15.2,982,370,101.325,509.3,0.017185,6.3447597553,10.2110268614,0.0421428249,0.9549131804,0.0029439947,1.3370272, ,,,15.9532592172,,,1.0259130347,,
P,27-08-2013,9.3,,22.6,1278,370,101.325,509.3,0.022365,6.2525888785,10.1090304738,0.0007755045,0.8649588316,0.1342656639,1.4358468, ,,,12.7066135531,,,3.6935330257,,
P,28-05-2004,8.7,4260.339284146,10,860,370,101.325,509.3,0.01505,6.4087516064,10.2826064254,0.004958882,0.9696883289,0.0253527891,1.263,4166.6666666667,20.6620083709,378.5929593312,18.9180610181,1.3151725332,,1.0755715225,1.8416084045,1.9807815555
P,28-08-2012,,,,,370,101.325,509.3,0,6.58,10.62,0.999999737,0.000000263,6.30957178521547E-018,1.11, ,,,26.9077027826,,,1.0000002499,,
P,28-09-2006,8.9,4307.8551598749,14,1413,370,101.325,509.3,0.0247275,6.3497172682,10.1880850729,0.0026714127,0.9484702546,0.0488583327,1.32028,4109.1666666667,10.9772799512,229.4957990158,16.5804617819,1.0404947401,,1.2958037222,-5.9169600132,-7.6672188094
P,28-09-2010,9.5,4354.9922727485,13.3,1182,370,101.325,509.3,0.020685,6.3624870575,10.2142751701,0.0006103155,0.8376591048,0.1617305797,1.3104177,3742.5,2.284105607,46.6803259521,16.9612916492,0.3587161799,,1.8906730768,-15.4991084605,-29.3037470804
P,30-07-2013,9.2,,20,1109,370,101.325,509.3,0.0194075,6.2861126741,10.1488506964,0.0010948062,0.897892982,0.1010122118,1.402, ,,,13.7365168084,,,2.6026042589,,
P,30-08-2005,9.5,4184.8394239728,18.7,1182,370,101.325,509.3,0.020685,6.2995878575,10.1558471701,0.0005160495,0.8186598473,0.1808241032,1.3847217,3537.5,1.8255250476,44.2699973695,14.2940376572,0.2613877962,,3.2061581501,-13.1667493158,-42.2146806292
P,30-08-2006,9.7,5137.368618177,20.1,1591,370,101.325,509.3,0.0278425,6.2756127697,10.1104655386,0.0002709624,0.7199399672,0.2797890704,1.4033193,4007.5,1.0858818761,27.4853887917,13.6948513283,0.0357825846,,4.6221801391,-13.3150717415,-61.5446601547
P,30-08-2011,8.5,4983.6124332278,21,1305,370,101.325,509.3,0.0228375,6.2704852596,10.1225270385,0.005724742,0.971114988,0.02316027,1.41513,4889.8583333333,27.9931772288,728.0851842841,13.3274364983,1.4470521937,,1.484049728,15.4870222114,22.9835110997
P,31-07-2007,9.1,4434.4208680865,25,1850,370,101.325,509.3,0.032375,6.2150121733,10.046298693,0.0011693529,0.8972912166,0.1015394306,1.46625,4021.6666666667,4.7027475009,137.5946859469,11.8474973956,0.6723516613,,3.6283928135,-7.5448558888,-27.3757008862
P,31-07-2012,8.49,5133.6114443661,23.8,1562,370,101.325,509.3,0.027335,6.2335023237,10.0764055347,0.0053709485,0.9695019072,0.0251271443,1.4511492,5025.8333333333,26.9934922097,762.7957661553,12.2666908995,1.4312590739,,1.7490832438,15.5515021835,27.2008718847
P,31-08-2000,,,19.5,1400,370,101.325,509.3,0.0245,6.2859877257,10.1302924029,0.9999994824,5.17621193124947E-007,3.83459627977806E-017,1.3953825, ,,,13.9474277992,,,1.0000004044,,
P,31-08-2010,8.3,3820.0271049553,18.1,1338,370,101.325,509.3,0.023415,6.3033926132,10.149470513,0.0098400867,0.9763517537,0.0138081596,1.3766673,3796.6666666667,37.3595290807,889.3417758141,14.5616075401,1.5724013933,,1.1834487379,24.0746051469,28.491061076
P,31-10-2008,8.7,4245.7598976998,6.6,940,370,101.325,509.3,0.01645,6.4469124932,10.316033733,0.0054220433,0.9710698984,0.0235080583,1.2125508,4161.7916666667,22.5654148106,368.1239906778,21.2483798702,1.3534433214,,1.0314574495,1.3907888971,1.4345395686
R,07-07-2005,9,4295.8744116958,20.7,1278,370,101.325,509.3,0.022365,6.2744839085,10.1276561738,0.0017478523,0.929010937,0.0692412107,1.4112057,4015.8333333333,7.0190836082,180.9198069096,13.4484094113,0.8462804156,,2.2419487434,-6.7893680481,-15.2214151638
R,23-08-1994,,,,,370,101.325,509.3,0,6.58,10.62,0.999999737,0.000000263,6.30957178521547E-018,1.11, ,,,26.9077027826,,,1.0000002499,,
WC,01-05-2006,9,3547.6496016462,13.1,929,370,101.325,509.3,0.0162575,6.3705917578,10.2395910911,0.0022146657,0.9434446226,0.0543407117,1.3075873,3363.3333333333,7.4486588293,151.2395521811,17.072193398,0.8720780828,,1.3028007389,-10.1624525046,-13.2396506316
WC,01-05-2007,8.6,,11.7,666,370,101.325,509.3,0.011655,6.3942139393,10.2844626972,0.006062943,0.9737994969,0.0201375601,1.2876177, ,,,17.8755297793,,,1.0906304661,,
WC,01-05-2012,9.1,5052.310046144,9.6,833,370,101.325,509.3,0.0145775,6.4141739021,10.2902149682,0.0019327442,0.9375630565,0.0605041993,1.2571488,4764.1666666667,9.2079156954,166.4600935555,19.1746666231,0.9641613344,,1.1684214648,-10.5248889797,-12.2975061981
WC,01-06-2009,8.7,3629.7550543664,15.5,459,370,101.325,509.3,0.0080325,6.3568265378,10.270007651,0.0043992365,0.9695066152,0.0260941483,1.3411825,3544.1666666667,15.5916275237,342.0376793287,15.8013474202,1.1928914512,,1.2620532952,-0.2214642106,-0.2794996368
WC,02-05-2005,8.4,2994.6459722876,7.1,435.9,370,101.325,509.3,0.00762825,6.4564425715,10.3716191459,0.0111420428,0.9784130855,0.0104448716,1.2200713,2988.3333333333,33.296138018,552.6690738492,20.8835978683,1.5223938631,,1.0181318602,13.1076423981,13.345308338
WC,02-05-2011,8.1,2497.7897602247,6.1,332,370,101.325,509.3,0.00581,6.4727724791,10.4020315766,0.0229368631,0.9722132683,0.0048498685,1.2049953,2535.5583333333,58.1577544407,932.4014267563,21.6212760613,1.7646076294,,1.0069721742,38.5825211686,38.8515252269
WC,02-06-2008,8.9,3704.6120660215,16.3,1021,370,101.325,509.3,0.0178675,6.3310235465,10.195405926,0.0025612444,0.9493524356,0.0480863201,1.3522017,3534.7916666667,9.0534652271,203.7119649469,15.4054689114,0.9568148379,,1.4728125463,-6.7077158907,-9.8792081209
WC,02-06-2014,8.4,,16.7,1133,370,101.325,509.3,0.0198275,6.3238564413,10.1810647052,0.0081875697,0.9756601493,0.016152281,1.3576777, ,,,15.2124415265,,,1.1730303586,,
WC,03-05-2010,7.7,2814.312088526,8.8,555,370,101.325,509.3,0.0097125,6.4319502713,10.3332033253,0.0510710222,0.946725945,0.0022030328,1.2453792,2950.8333333333,150.7020746742,2651.5415146505,19.7014151186,2.1781192312,,1.0057366448,138.3366964907,139.1302849878
WC,04-05-2004,9.37,2766.4606262078,10.6999998093,802,370,101.325,509.3,0.014035,6.4020515366,10.2804826797,0.0009578512,0.8897059849,0.1093361639,1.2731856972,2487.5,2.3826548652,44.6937541041,18.4795301401,0.377061138,,1.3937967443,-16.9983002903,-23.6921756026
WC,04-05-2009,8.2,3057.6081806371,9.3,488.1,370,101.325,509.3,0.00854175,6.4284348023,10.336707749,0.0165211852,0.9763519479,0.0071268669,1.2527457,3078.3333333333,50.8577150724,910.1281441004,19.3700580343,1.7063568444,,1.0203285922,33.2509658323,33.926911156
WC,05-05-2008,9,3549.9031338549,9.2,801,370,101.325,509.3,0.0140175,6.4197503647,10.2984548988,0.0024966201,0.9497342635,0.0477691163,1.2512752,3387.5416666667,8.4574047777,150.8385388275,19.4357552701,0.9272371167,,1.1220485427,-11.59313812,-13.0080637323
WC,05-05-2014,8.5,,8.7,764,370,101.325,509.3,0.01337,6.4266732792,10.3085848569,0.0082485882,0.9765766639,0.0151747479,1.2439017, ,,,19.7685548438,,,1.0346170746,,
WC,05-08-2005,9.8,4227.2350414416,21.4,937,370,101.325,509.3,0.0163975,6.2739445188,10.150864235,0.0002059435,0.6915182654,0.308275791,1.4203428,3224.1666666667,0.6639962984,17.4786730339,13.1684246154,-0.1778343417,,5.8733953627,-13.2046763027,-77.5562845621
WC,06-08-2013,9.2,,20.7,883,370,101.325,509.3,0.0154525,6.2833726877,10.1632112909,0.0010915144,0.900858957,0.0980495286,1.4112057, ,,,13.4484094113,,,2.7747914609,,
WC,07-08-2007,8.9,,21.8,986,370,101.325,509.3,0.017255,6.2681507793,10.1422041573,0.0022029984,0.9437639817,0.05403302,1.4255332, ,,,13.0119810433,,,2.2194703959,,
WC,07-08-2012,9.31,5788.40406534,23.2,1463,370,101.325,509.3,0.0256025,6.2421585556,10.0891532625,0.0007328859,0.8567967461,0.142470368,1.4435232,5061.6666666667,3.7096241113,103.0037664959,12.4839902814,0.5693299057,,3.9432635882,-9.2657306757,-36.5372183917
WC,07-09-2011,8.5,3657.357358664,19.3,535,370,101.325,509.3,0.0093625,6.3098892532,10.2186815527,0.0062939752,0.9750699594,0.0186360653,1.3927257,3604.375,22.685846991,560.3775118541,14.033012818,1.3557549986,,1.357147605,9.1373928866,12.4007908719
WC,08-07-2013,9.29,,23.3,1043,370,101.325,509.3,0.0182525,6.24956539,10.1224245,0.0007936409,0.8710812712,0.1281250879,1.4447977, ,,,12.4474079099,,,3.8885000478,,
WC,08-08-2006,10,3980.5732523204,20.9,1191,370,101.325,509.3,0.0208425,6.2739569643,10.1327911173,0.0001081982,0.5757883787,0.4241034231,1.4138233,2788.3333333333,0.3016925251,7.8232615514,13.3675963144,-0.5204354499,,7.0536799728,-13.7975944014,-97.3238153024
WC,08-08-2011,9.8,8343.8184613567,21.7,921,370,101.325,509.3,0.0161175,6.2708820356,10.1494990824,0.0002042984,0.6908487601,0.3089469414,1.4242377,6367.9583333333,1.3009638567,34.5543661737,13.0508537194,0.1142652312,,6.0411675145,-12.407883695,-74.9581039025
WC,09-06-2006,9.3,3996.3820222367,17.2,1377,370,101.325,509.3,0.0240975,6.3130941851,10.1559453803,0.0009037551,0.8769131301,0.1221831149,1.3644912,3555.8333333333,3.2136024862,74.384655282,14.9756410485,0.5069921547,,2.2331729678,-12.4207127217,-27.7375998912
WC,09-07-2007,9.1,,22.4,976,370,101.325,509.3,0.01708,6.2614809167,10.1373246267,0.0013267079,0.9147331338,0.0839401583,1.4332768, ,,,12.7820296875,,,2.8947190195,,
WC,09-07-2012,9.01,5707.4442599587,23.6,1532,370,101.325,509.3,0.02681,6.236325011,10.0804002039,0.0015495572,0.9202007935,0.0782496493,1.4486128,5292.5,8.2010315205,230.3993667504,12.3385413793,0.9138684811,,2.9078596456,-4.3692104109,-12.705050637
WC,09-08-2004,8.9,,18.7000007629,1049,370,101.325,509.3,0.0183575,6.3025030366,10.1675079137,0.0023912097,0.9464869235,0.0511218668,1.3847217102, ,,,14.2940373212,,,1.7370067632,,
WC,09-08-2010,9.9,6279.2324909912,22.1,1261,370,101.325,509.3,0.0220675,6.2586845974,10.1152352496,0.0001419094,0.6213359797,0.378522111,1.4294113,4548.3333333333,0.64545116,17.3490095338,12.8963057773,-0.1901366143,,7.0365975199,-12.9369024758,-91.031775876
WC,10-06-2013,8.4,,17,797,370,101.325,509.3,0.0139475,6.3285072646,10.2104230582,0.0082837366,0.9766051675,0.0151110958,1.36177, ,,,15.0697699268,,,1.1838979669,,
WC,10-07-2006,10.3,4275.8659285663,23,1276,370,101.325,509.3,0.02233,6.2480295438,10.1053521751,3.45816497392011E-005,0.3897769599,0.6101884585,1.44097,2649.1666666667,0.0916125538,2.5288611792,12.5575993245,-1.0380450104,,12.1189198241,-13.1640820299,-159.5344546785
WC,10-08-2009,10.1,5649.8148179113,20,619,370,101.325,509.3,0.0108325,6.2989787309,10.2003149236,0.000088141,0.5574413913,0.4424704677,1.402,3910,0.3446312865,8.6967042506,13.7365168084,-0.4626452988,,7.2568017644,-14.1418311111,-102.6244649583
WC,11-06-2007,8.9,,18.3,895,370,101.325,509.3,0.0156625,6.3108380197,10.1864470187,0.0024427606,0.9485121125,0.0490451269,1.3793577, ,,,14.471679038,,,1.6866960122,,
WC,11-06-2012,8.5,5066.2555088362,16.7,1283,370,101.325,509.3,0.0224525,6.3207384293,10.1685926572,0.0064374954,0.9726990682,0.0208634364,1.3576777,4985.8333333333,32.0962789596,731.3619905317,15.2124415265,1.506454686,,1.2159055906,17.8293323293,21.6787848562
WC,11-07-2005,9.6,3795.6186734068,23.2,950,370,101.325,509.3,0.016625,6.2529096563,10.1321576652,0.0003474875,0.7727330193,0.2269194933,1.4435232,3086.6666666667,1.0725779352,29.7818765127,12.4839902814,0.0304288585,,5.5052861448,-12.0504514376,-66.3411833374
WC,11-07-2011,9.7,7268.4551891217,21.9,926,370,101.325,509.3,0.016205,6.2684539512,10.1470478649,0.0002726974,0.7365919932,0.2631353094,1.4268273,5747.8583333333,1.5674258344,41.8807355485,12.9732659725,0.1951870006,,5.484832998,-12.0445671858,-66.0624395475
WC,11-08-2008,8.7,3081.6763449178,21.6,1019,370,101.325,509.3,0.0178325,6.2696795952,10.1410601409,0.0035700533,0.9616014315,0.0348285152,1.4229408,2979.8333333333,10.6381637358,281.7133774635,13.0898847224,1.0268666704,,1.8051017559,-2.5890173619,-4.6734397861
WC,11-08-2014,8.7,,22.3,1359,370,101.325,509.3,0.0237825,6.2544539977,10.1055813306,0.0034372943,0.9588765894,0.0376861164,1.4319897, ,,,12.8199674322,,,1.8994643243,,
WC,12-07-2004,8.7,,19.6000003815,1037,370,101.325,509.3,0.0181475,6.2923570211,10.1593794583,0.0037661197,0.9628022439,0.0334316365,1.3967088051, ,,,13.9048983016,,,1.5746637489,,
WC,12-07-2010,9.3,4337.965997384,21.8,1122,370,101.325,509.3,0.019635,6.2650555442,10.1298232168,0.0008031112,0.8704025076,0.1287943812,1.4255332,3837.5,3.0819391962,82.1026672639,13.0119810433,0.4888240662,,3.43373582,-10.4861241905,-36.0065802461
WC,13-05-2013,8.34,,13.1,492,370,101.325,509.3,0.00861,6.3836267386,10.2917310145,0.0108162607,0.9782512416,0.0109324977,1.3075873, ,,,17.072193398,,,1.0695373129,,
WC,13-06-2005,9.3,3957.6931773091,18.7,706,370,101.325,509.3,0.012355,6.3113539648,10.2029115991,0.0009115606,0.8880380751,0.1110503643,1.3847217,3556.6666666667,3.2421172452,78.6231457677,14.2940376572,0.5108287163,,2.5698504829,-11.6708279551,-29.9922828557
WC,13-06-2011,8.8,4968.4538005647,18.1,1042,370,101.325,509.3,0.018235,6.3096202179,10.1743809318,0.0030925134,0.9565140841,0.0403934025,1.3766673,4781.3083333333,14.7862599868,351.9862010554,14.5616075401,1.1698583381,,1.5394841482,0.2372329838,0.3652164179
WC,13-07-2009,10.2,5400.7117043266,19,583,370,101.325,509.3,0.0102025,6.3117242392,10.2152029569,6.57961716595624E-005,0.508717158,0.4912170458,1.38873,3615,0.2378531605,5.821553951,14.1627184595,-0.6236910734,,7.377067029,-14.7046577557,-108.4772459022
WC,14-05-2007,8.6,,14.5,776,370,101.325,509.3,0.01358,6.3582187803,10.2398966212,0.005571258,0.9721527082,0.0222760338,1.3272825, ,,,16.3152646135,,,1.1701705183,,
WC,14-05-2012,8.9,6375.0894826104,13.6,1187,370,101.325,509.3,0.0207725,6.3588705908,10.2104705231,0.002734871,0.9507498385,0.0465152905,1.3146528,6099.1666666667,16.6804342322,344.2390639826,16.7966944462,1.2222073522,,1.2714776921,-0.1227707859,-0.1561003156
WC,14-06-2004,8.1,,14,775,370,101.325,509.3,0.0135625,6.3640897915,10.2455751661,0.0179120452,0.9751139825,0.0069739723,1.32028, ,,,16.5804617819,,,1.0493995511,,
WC,14-06-2010,9.3,4032.0221811136,16.9,985,370,101.325,509.3,0.0172375,6.3248886196,10.1923625383,0.0009378287,0.8855944467,0.1134677247,1.3604073,3615.8333333333,3.391032157,77.7569483984,15.1171290981,0.5303319082,,2.1721448778,-12.3827583697,-26.8971451661
WC,14-07-2008,8.9,3354.4843339227,19.6,1084,370,101.325,509.3,0.01897,6.291292351,10.1551207641,0.0023269738,0.9451465359,0.0525264903,1.3967088,3185.6666666667,7.4129629453,184.7994308131,13.9048984635,0.8699918292,,1.8599471812,-6.8554839072,-12.7508379689
WC,14-07-2014,8.1,,21.5,1180,370,101.325,509.3,0.02065,6.2672681955,10.1277862818,0.0143527433,0.9764875738,0.0091596829,1.4216425, ,,,13.129074778,,,1.2234129317,,
WC,15-05-2006,8.9,3943.9517272612,13.2,1164,370,101.325,509.3,0.02037,6.3640392384,10.2169319935,0.0027694256,0.9513722194,0.045858355,1.3090032,3772.5,10.4476581141,212.824760064,17.0166247495,1.0190189524,,1.2488435963,-6.9368287669,-8.6630141846
WC,15-06-2009,9.4,4255.120891767,18.6,510,370,101.325,509.3,0.008925,6.3188871712,10.2294428446,0.0007220936,0.8703747793,0.1289031272,1.3833828,3763.3333333333,2.7174787482,65.6975170672,14.3381731901,0.4341661564,,2.8393530801,-12.2714533307,-34.8429888115
WC,16-05-2005,8.7,3327.9049892579,10.3,610,370,101.325,509.3,0.010675,6.4124352529,10.3079111515,0.0050080968,0.9710407567,0.0239511465,1.2673737,3257.5,16.3138752069,301.9470812197,18.7284968338,1.2125571358,,1.0813207532,-2.549840438,-2.757195383
WC,16-05-2011,8.2,3578.4775333827,12.8,506,370,101.325,509.3,0.008855,6.3866286931,10.2930914122,0.0150164304,0.9770977542,0.0078858153,1.3033312,3595.925,53.9979575664,1085.6967386935,17.2403239435,1.7323773333,,1.0472469695,38.8160611058,40.65000236
WC,16-06-2008,8.9,3679.5188546062,15.5,992,370,101.325,509.3,0.01736,6.3410235986,10.2067958945,0.0026240134,0.9504788257,0.0468971609,1.3411825,3515,9.2234070255,202.3363327339,15.8013474202,0.9648913743,,1.40356509,-6.9463050568,-9.7495912821
WC,16-06-2014,7.6,,16.2,1246,370,101.325,509.3,0.021805,6.3273028918,10.1769438071,0.0505394995,0.946952173,0.0025083275,1.3508292, ,,,15.4542317967,,,1.0255904401,,
WC,17-05-2010,8.6,3399.7006314566,15.5,762,370,101.325,509.3,0.013335,6.3469395419,10.2304596675,0.005426547,0.971815963,0.02275749,1.3411825,3333.3333333333,18.088490063,396.8120168526,15.8013474202,1.2574023156,,1.2103691652,2.4152226308,2.9233109994
WC,18-05-2004,9.1,2682.8370077341,12.3999996185,877,370,101.325,509.3,0.0153475,6.380104205,10.2528097664,0.0017775041,0.9326235852,0.0655989107,1.2976367946,2513.3333333333,4.4674601814,88.6538263779,17.4678650208,0.6500606903,,1.3225774124,-13.7284275104,-18.1569081336
WC,19-05-2009,8.5,3272.9457971917,10.1,370.7,370,101.325,509.3,0.00648725,6.423731285,10.3460476001,0.0082036447,0.9778574727,0.0139388826,1.2644593,3245.8333333333,26.6276634952,489.5447077402,18.8545999398,1.42533306,,1.0491810029,8.2083551145,8.6120502515
WC,19-08-2013,9,,22.4,949,370,101.325,509.3,0.0166075,6.2621327322,10.139931889,0.0017022125,0.9308528808,0.0674449067,1.4332768, ,,,12.7820296875,,,2.5940151581,,
WC,20-05-2008,8.6,3573.1141069382,13.3,911,370,101.325,509.3,0.0159425,6.368697365,10.2391164,0.0057063102,0.97198153,0.0223121598,1.3104177,3506.2916666667,20.0079879365,408.9037720741,16.9612916492,1.3012034169,,1.1307537119,3.2173112795,3.6379866718
WC,20-05-2014,8.6,,12,968,370,101.325,509.3,0.01694,6.3825374446,10.2483737785,0.0058927714,0.9722593955,0.0218478331,1.29192, ,,,17.6993216555,,,1.0972065322,,
WC,20-08-2007,9.1,,18.7,1011,370,101.325,509.3,0.0176925,6.3033805422,10.1710179089,0.0014700973,0.9203765463,0.0781533564,1.3847217, ,,,14.2940376572,,,2.0886985593,,
WC,20-08-2012,9.02,3500.0418705759,21,1394,370,101.325,509.3,0.024395,6.2687689752,10.1156619008,0.0016388542,0.9242114389,0.0741497069,1.41513,3255,5.3344703744,138.7462671308,13.3274364983,0.7270913076,,2.348439952,-8.4405722268,-19.8221770351
WC,20-09-2011,9.3,4205.8477479341,14.7,498,370,101.325,509.3,0.008715,6.3646952581,10.2729311722,0.0010478896,0.9028596983,0.0960924121,1.3300737,3832.3083333333,4.015836004,85.8716225644,16.2107430459,0.6037759691,,1.7870437182,-12.8778218363,-23.0132306166
WC,21-08-2006,10.1,4150.2109953264,20.1,1155,370,101.325,509.3,0.0202125,6.2839588494,10.1438498577,8.02168768454956E-005,0.5251784532,0.4747413299,1.4033193,2807.5,0.2252088817,5.7003932105,13.6948513283,-0.6474144859,,7.3278801862,-14.2239424236,-104.2313458552
WC,22-07-2013,8.8,,21.1,1110,370,101.325,509.3,0.019425,6.2733880003,10.1377616613,0.0028356062,0.953362161,0.0438022328,1.4164353, ,,,13.2874401665,,,1.9043483933,,
WC,22-08-2011,8.3,3715.2678061344,21,552,370,101.325,509.3,0.00966,6.2896524464,10.1991957855,0.0095508344,0.9781126338,0.0123365318,1.41513,3696.675,35.3063307462,918.2957732039,13.3274364983,1.5478525853,,1.3160558504,23.2097123258,30.5452776917
WC,23-07-2007,9.3,,25,1015,370,101.325,509.3,0.0177625,6.230715573,10.1091122918,0.0007374601,0.8650136592,0.1342488807,1.46625, ,,,11.8474973956,,,4.5643629504,,
WC,23-07-2012,9.16,5727.48907419,24.1,1533,370,101.325,509.3,0.0268275,6.2305696817,10.0756259868,0.0010479413,0.8907734754,0.1081785833,1.4549433,5165,5.4126168361,154.2945492656,12.1599929152,0.7334072841,,3.5961739936,-7.1252291395,-25.6235637296
WC,23-08-2010,8.7,4660.0330512872,19.4,1111,370,101.325,509.3,0.0194425,6.2930086797,10.1547672788,0.0037704079,0.9624532688,0.0337763233,1.3940548,4515.8333333333,17.026533473,421.8723251028,13.9901323133,1.2311262365,,1.5546816718,3.2064396246,4.984992916
WC,24-06-2013,9.04,,19.7,891,370,101.325,509.3,0.0155925,6.2947246126,10.1724605903,0.0016715146,0.9297915024,0.0685369829,1.3980337, ,,,13.8625434984,,,2.1439229433,,
WC,24-08-2009,9.7,4829.4168386014,18.8,602,370,101.325,509.3,0.010535,6.3134157195,10.2147611179,0.0003143757,0.7656552832,0.2340303411,1.3860592,3906.6666666667,1.2281611632,29.8754571851,14.2500839184,0.08925536,,4.0664798216,-13.7511504296,-55.9187757463
WC,25-06-2007,9.3,,20.6,945,370,101.325,509.3,0.0165375,6.2829789239,10.1580162555,0.000843751,0.8774762703,0.1216799787,1.4098948, ,,,13.4890642075,,,3.0724080321,,
WC,25-06-2012,8.39,5473.9035722446,19.5,1416,370,101.325,509.3,0.02478,6.2856879948,10.1290934793,0.0076647567,0.9745640372,0.017771206,1.3953825,5410.8333333333,41.4727212701,1030.7302760165,13.9474277992,1.6177625329,,1.2922651326,29.0667099052,37.5618957307
WC,25-07-2006,10.3,4214.0432491465,24,1228,370,101.325,509.3,0.02149,6.237520069,10.099776276,3.34908163716839E-005,0.3867280426,0.6132384665,1.45368,2605.8333333333,0.0872714857,2.4805750388,12.1954160759,-1.0591276308,,13.2545629351,-12.7862006873,-169.4755017118
WC,25-07-2011,8.6,6330.3536771102,22.6,914,370,101.325,509.3,0.015995,6.26069495,10.1414547602,0.0044305663,0.9677524821,0.0278169515,1.4358468,6177.2916666667,27.3689005423,746.6277912789,12.7066135531,1.4372573514,,1.7740453548,15.4833750606,27.4682096026
WC,25-08-2008,9.1,3174.3221793951,19.7,928,370,101.325,509.3,0.01624,6.2937977516,10.1687531463,0.0014374733,0.9200301213,0.0785324054,1.3980337,2938.6666666667,4.2242549775,105.6291595961,13.8625434984,0.6257501245,,2.2788292539,-10.178032678,-23.1939986136
WC,26-06-2006,9.9,4247.2728430894,21,1319,370,101.325,509.3,0.0230825,6.2702101411,10.1214265645,0.0001465103,0.6246805968,0.3751728929,1.41513,3081.6666666667,0.4514959079,11.743128642,13.3274364983,-0.3453461815,,6.3459405216,-13.5969932635,-86.2857105223
WC,26-07-2005,9.8,3976.1161988118,20.6,911,370,101.325,509.3,0.0159425,6.283819535,10.1613787,0.000212244,0.6966519892,0.3031357668,1.4098948,3044.1666666667,0.6461061021,16.6034616238,13.4890642075,-0.1896961573,,5.4429124232,-13.5621637594,-73.8176696113
WC,26-07-2010,9.6,5439.20019753,22.4,1220,370,101.325,509.3,0.02135,6.2560681536,10.1156735746,0.000346977,0.7660066823,0.2336463407,1.4332768,4402.5,1.5275663273,41.4263696882,12.7820296875,0.1840000765,,5.119003914,-11.8847133083,-60.8378939418
WC,27-05-2005,8.9,3452.5402775583,12.6,575,370,101.325,509.3,0.0100625,6.3865667148,10.2857498193,0.0029361694,0.9576667022,0.0393971284,1.3004868,3322.5,9.7554226962,194.8645737476,17.3536095559,0.9892460918,,1.2178775494,-8.0236853238,-9.7718662194
