LAKE,Date,Date2,TreatmentNewLabel,TreatmentOldLabel,Repl_1_3,Reading_a_b_c,VolFiltered_L,ExtractVol_mL,ScanNo,A480,A630C,A645B,A665A,A750,Chl_a_ug_L,CHLB,CHLC,Total_chl,Chl_comment
WC,08-Aug-06,2006-08-08,Integrated,,2,a,0.25,10.00,,0.12,0.03,0.04,0.10,0.01,40.84,-1.11,1.64,41.37,
WC,08-Aug-06,2006-08-08,Surface,,1,a,0.25,10.00,,0.15,0.03,0.04,0.13,0.01,53.56,-1.53,3.75,55.79,
WC,08-Aug-06,2006-08-08,Surface,,2,a,0.25,10.00,,0.16,0.03,0.04,0.15,0.10,26.58,-47.74,-48.56,-69.71,
WC,21-Aug-06,2006-08-21,Integrated,,1,a,0.25,10.00,,0.17,0.02,0.04,0.15,-0.01,74.26,1.74,3.70,79.69,
WC,21-Aug-06,2006-08-21,Integrated,,2,a,0.25,10.00,,0.17,0.02,0.04,0.15,-0.01,74.09,1.42,3.75,79.26,
WC,21-Aug-06,2006-08-21,Surface,,1,a,0.25,10.00,,0.15,0.01,0.03,0.14,-0.02,69.02,3.45,5.23,77.69,
WC,21-Aug-06,2006-08-21,Surface,,2,a,0.25,10.00,,0.15,0.01,0.03,0.13,-0.02,67.99,3.68,5.88,77.54,
WC,01-May-07,2007-05-01,Integrated,,1,a,0.25,10.00,,0.29,0.06,0.08,0.27,0.02,117.01,-7.81,6.13,115.33,
WC,01-May-07,2007-05-01,Integrated,,2,a,0.25,10.00,,0.31,0.07,0.09,0.29,0.02,123.96,-8.36,6.50,122.09,
WC,01-May-07,2007-05-01,Surface,,1,a,0.25,10.00,,0.29,0.06,0.07,0.28,0.01,124.80,-8.46,11.68,128.02,
WC,01-May-07,2007-05-01,Surface,,2,a,0.25,10.00,,0.30,0.07,0.08,0.28,0.02,121.76,-8.34,11.49,124.91,
WC,14-May-07,2007-05-14,Integrated,,1,a,0.25,10.00,WC0514INT1250,0.04,0.01,0.02,0.04,0.01,13.65,3.82,-0.90,16.57,
WC,14-May-07,2007-05-14,Integrated,,2,a,0.25,10.00,WC0514INT2250,0.05,0.02,0.03,0.04,0.01,13.05,6.59,0.83,20.47,
WC,14-May-07,2007-05-14,Surface,,1,a,0.25,10.00,WC0514SUR1250,0.04,0.01,0.02,0.03,0.01,11.17,3.40,-1.85,12.72,
WC,14-May-07,2007-05-14,Surface,,2,a,0.25,10.00,WC0514SUR2250,0.04,0.02,0.03,0.04,0.01,11.48,3.18,-2.31,12.35,
WC,28-May-07,2007-05-28,Integrated,,1,a,0.25,10.00,WC0528INT1250,0.08,0.01,0.02,0.06,0.00,27.54,0.86,-0.48,27.91,
WC,28-May-07,2007-05-28,Integrated,,2,a,0.25,10.00,WC0528INT2250,0.08,0.01,0.02,0.07,0.00,28.46,0.99,-0.26,29.18,
WC,28-May-07,2007-05-28,Surface,,1,a,0.25,10.00,WC0528SUR1250,0.08,0.02,0.02,0.06,0.01,24.84,1.87,0.43,27.15,
WC,28-May-07,2007-05-28,Surface,,2,a,0.28,10.00,WC0528SUR2275,0.08,0.02,0.03,0.07,0.01,21.82,1.45,0.22,23.48,
WC,11-Jun-07,2007-06-11,Integrated,,1,a,0.25,10.00,WC0611INT1250,0.05,0.01,0.02,0.04,0.00,17.33,2.93,-1.86,18.40,
WC,11-Jun-07,2007-06-11,Integrated,,2,a,0.25,10.00,WC0611INT2250,0.05,0.01,0.02,0.04,0.00,17.05,2.74,-1.72,18.07,
WC,11-Jun-07,2007-06-11,Surface,,1,a,0.25,10.00,WC0611SUR1250,0.05,0.01,0.02,0.04,0.00,18.67,1.81,-1.86,18.62,
WC,11-Jun-07,2007-06-11,Surface,,2,a,0.25,10.00,WC0611SUR2250,0.05,0.01,0.02,0.04,0.00,17.90,2.45,-2.10,18.25,
WC,25-Jun-07,2007-06-25,Integrated,,1,a,0.25,10.00,WC0625INT1250,0.08,0.02,0.03,0.12,0.00,52.51,-0.90,0.63,52.24,
WC,25-Jun-07,2007-06-25,Integrated,,2,a,0.25,10.00,WC0625INT2250,0.08,0.02,0.03,0.11,0.00,51.43,-0.91,0.44,50.96,
WC,25-Jun-07,2007-06-25,Surface,,1,a,0.25,10.00,WC0625SUR1250,0.09,0.02,0.04,0.14,0.00,60.58,-1.61,1.23,60.20,
WC,25-Jun-07,2007-06-25,Surface,,2,a,0.25,10.00,WC0625SUR2250,0.10,0.03,0.04,0.15,0.00,66.34,-2.47,1.41,65.28,
WC,09-Jul-07,2007-07-09,Integrated,,1,a,0.25,10.00,WC090707INT1250,0.09,0.00,0.01,0.06,-0.01,34.22,-3.09,3.08,34.21,
WC,09-Jul-07,2007-07-09,Integrated,,2,a,0.25,10.00,WC090707INT2250,0.10,0.00,0.01,0.07,-0.01,37.11,-3.99,2.34,35.46,
WC,09-Jul-07,2007-07-09,Surface,,1,a,0.25,10.00,WC090707SURF1250,0.15,0.02,0.02,0.11,0.00,49.63,-2.94,4.71,51.40,
WC,09-Jul-07,2007-07-09,Surface,,2,a,0.25,10.00,WC090707SURF2250,0.12,0.01,0.02,0.08,0.00,39.74,-2.62,3.79,40.92,
WC,23-Jul-07,2007-07-23,Integrated,,1,a,0.25,10.00,WC230707INT1250,0.14,0.02,0.03,0.11,0.00,52.37,-0.16,4.13,56.34,
WC,23-Jul-07,2007-07-23,Integrated,,2,a,0.25,10.00,WC230707INT2250,0.15,0.02,0.03,0.12,0.00,53.36,-0.53,2.82,55.65,
WC,23-Jul-07,2007-07-23,Surface,,1,a,0.25,10.00,WC230707SURF1250,0.20,0.04,0.05,0.18,0.01,81.00,-3.83,4.03,81.21,
WC,23-Jul-07,2007-07-23,Surface,,2,a,0.25,10.00,WC230707SURF2250,0.14,0.02,0.03,0.12,0.00,55.79,-0.65,1.63,56.77,
WC,07-Aug-07,2007-08-07,Integrated,,1,a,0.25,10.00,WC070807INT1250,0.07,0.02,0.03,0.08,0.00,37.67,2.27,0.74,40.69,
WC,07-Aug-07,2007-08-07,Integrated,,2,a,0.25,10.00,WC070807INT2250,0.06,0.02,0.03,0.08,0.01,32.54,1.56,-0.05,34.05,
WC,07-Aug-07,2007-08-07,Surface,,1,a,0.25,10.00,WC070807SURF1250,0.10,0.03,0.04,0.13,0.01,55.89,0.43,1.79,58.10,
WC,07-Aug-07,2007-08-07,Surface,,2,a,0.25,10.00,WC070807SURF2250,0.10,0.02,0.04,0.12,0.00,55.72,0.97,2.00,58.68,
WC,20-Aug-07,2007-08-20,Integrated,,1,a,0.25,10.00,WC082007INT1250,0.14,0.03,0.05,0.20,0.00,92.59,-1.91,3.58,94.26,
WC,20-Aug-07,2007-08-20,Integrated,,2,a,0.25,10.00,WC082007INT2250,0.13,0.03,0.05,0.19,0.00,87.11,-2.14,3.38,88.36,
WC,20-Aug-07,2007-08-20,Surface,,1,a,0.25,10.00,WC082007SURF1250,0.14,0.03,0.05,0.20,0.00,92.32,-1.83,4.77,95.26,
WC,20-Aug-07,2007-08-20,Surface,,2,a,0.25,10.00,WC082007SURF2250,0.14,0.03,0.05,0.20,0.00,92.18,-2.12,4.75,94.81,
WC,05-May-08,2008-05-05,Integrated,,1,a,0.25,10.00,,0.16,0.02,0.04,0.15,-0.01,74.09,-1.13,1.71,74.67,
WC,05-May-08,2008-05-05,Integrated,,2,a,0.25,10.00,,0.17,0.03,0.05,0.16,0.01,70.44,-1.86,-0.66,67.92,
WC,05-May-08,2008-05-05,Surface,,1,a,0.25,10.00,,0.14,0.01,0.03,0.14,-0.02,72.19,-2.10,3.50,73.59,
WC,05-May-08,2008-05-05,Surface,,2,a,0.25,10.00,,0.14,0.01,0.03,0.14,-0.01,68.31,-2.19,1.85,67.97,
WC,20-May-08,2008-05-20,Integrated,,1,a,0.25,10.00,,0.04,0.01,0.01,0.03,0.00,13.68,4.59,-1.59,16.68,
WC,20-May-08,2008-05-20,Integrated,,2,a,0.25,10.00,,0.03,0.01,0.02,0.03,0.01,13.05,3.90,-3.34,13.61,
WC,20-May-08,2008-05-20,Surface,,1,a,0.25,10.00,,0.04,0.01,0.02,0.03,0.00,13.68,4.30,-2.67,15.31,
WC,20-May-08,2008-05-20,Surface,,2,a,0.25,10.00,,0.04,0.01,0.02,0.03,0.00,12.71,4.87,-1.36,16.23,
WC,02-Jun-08,2008-06-02,Integrated,,1,a,0.25,10.00,,0.06,0.01,0.02,0.05,0.00,22.50,3.00,-0.79,24.71,
WC,02-Jun-08,2008-06-02,Integrated,,2,a,0.25,10.00,,0.05,0.01,0.02,0.05,0.00,19.47,2.37,-2.00,19.84,
WC,02-Jun-08,2008-06-02,Surface,,1,a,0.25,10.00,,0.05,0.02,0.02,0.06,0.01,20.96,1.78,-1.92,20.82,
WC,02-Jun-08,2008-06-02,Surface,,2,a,0.25,10.00,,0.05,0.01,0.02,0.05,0.01,19.89,1.89,-2.01,19.78,
WC,16-Jun-08,2008-06-16,Integrated,,1,a,0.25,10.00,,0.11,0.03,0.04,0.10,0.02,40.81,-1.02,0.26,40.05,
WC,16-Jun-08,2008-06-16,Integrated,,2,a,0.25,10.00,,0.13,0.03,0.04,0.12,0.01,46.00,-0.76,1.66,46.90,
WC,16-Jun-08,2008-06-16,Surface,,1,a,0.25,10.00,,0.23,0.05,0.07,0.22,0.02,94.34,-6.81,4.61,92.14,
WC,16-Jun-08,2008-06-16,Surface,,2,a,0.25,10.00,,0.18,0.04,0.06,0.18,0.01,77.82,-4.79,3.54,76.57,
WC,30-Jun-08,2008-06-30,Integrated,,1,a,0.25,10.00,,0.21,0.03,0.04,0.15,0.01,62.81,-4.30,1.17,59.68,
WC,30-Jun-08,2008-06-30,Integrated,,2,a,0.25,10.00,,0.20,0.03,0.04,0.14,0.00,61.55,-3.48,1.93,60.00,
WC,30-Jun-08,2008-06-30,Surface,,1,a,0.25,10.00,,0.41,0.06,0.07,0.29,0.01,127.83,-11.67,6.34,122.51,
WC,30-Jun-08,2008-06-30,Surface,,2,a,0.25,10.00,,0.41,0.06,0.08,0.29,0.01,130.35,-11.26,6.62,125.71,
WC,28-Jul-08,2008-07-28,Integrated,,1,a,0.25,10.00,,0.16,0.05,0.07,0.14,0.04,41.53,0.12,-5.55,36.11,
WC,28-Jul-08,2008-07-28,Integrated,,2,a,0.25,10.00,,0.15,0.05,0.07,0.13,0.04,40.81,1.14,-4.30,37.64,
WC,28-Jul-08,2008-07-28,Surface,,1,a,0.25,10.00,,0.16,0.06,0.07,0.13,0.05,36.17,0.00,-5.96,30.21,
WC,28-Jul-08,2008-07-28,Surface,,2,a,0.25,10.00,,0.16,0.06,0.08,0.13,0.06,35.55,0.32,-6.56,29.31,
WC,11-Aug-08,2008-08-11,Integrated,,1,a,0.25,10.00,,0.08,0.02,0.03,0.07,0.01,24.73,0.33,-1.46,23.60,
WC,11-Aug-08,2008-08-11,Integrated,,2,a,0.25,10.00,,0.08,0.02,0.03,0.07,0.02,23.88,-0.09,-2.22,21.57,
WC,11-Aug-08,2008-08-11,Surface,,1,a,0.25,10.00,,0.08,0.02,0.03,0.07,0.01,26.74,0.55,-1.12,26.18,
WC,11-Aug-08,2008-08-11,Surface,,2,a,0.25,10.00,,0.07,0.02,0.03,0.07,0.01,28.26,1.04,-0.80,28.50,
WC,25-Aug-08,2008-08-25,Integrated,,1,a,0.25,10.00,,0.12,0.02,0.03,0.12,0.00,55.16,-0.94,2.15,56.38,
WC,25-Aug-08,2008-08-25,Integrated,,2,a,0.25,10.00,,0.12,0.02,0.03,0.11,0.00,48.53,0.25,2.77,51.55,
WC,25-Aug-08,2008-08-25,Surface,,1,a,0.25,10.00,,0.13,0.03,0.04,0.13,0.01,54.51,-1.88,1.61,54.24,
WC,25-Aug-08,2008-08-25,Surface,,2,a,0.25,10.00,,0.12,0.02,0.03,0.12,0.00,54.29,-0.52,3.20,56.96,
WC,04-May-09,2009-05-04,Integrated,,1,a,0.15,10.00,,0.13,0.03,0.05,0.14,0.01,100.26,10.92,1.82,113.00,
WC,04-May-09,2009-05-04,Integrated,,2,a,0.15,10.00,,0.10,0.03,0.04,0.11,0.01,79.71,9.76,2.40,91.88,
WC,04-May-09,2009-05-04,Surface,,1,a,0.15,10.00,,0.12,0.04,0.05,0.12,0.02,80.01,5.77,3.54,89.32,
WC,04-May-09,2009-05-04,Surface,,2,a,0.15,10.00,,0.10,0.03,0.04,0.11,0.01,78.68,6.53,4.68,89.89,
WC,19-May-09,2009-05-19,Integrated,,1,a,0.25,10.00,,0.08,0.02,0.04,0.09,0.01,33.15,2.42,-2.86,32.71,
WC,19-May-09,2009-05-19,Integrated,,2,a,0.25,10.00,,0.07,0.02,0.03,0.09,0.01,34.59,1.61,-2.50,33.69,
WC,19-May-09,2009-05-19,Surface,,1,a,0.25,10.00,,0.08,0.02,0.03,0.09,0.01,34.71,1.67,1.53,37.91,
WC,19-May-09,2009-05-19,Surface,,2,a,0.25,10.00,,0.07,0.02,0.03,0.08,0.01,34.72,1.34,2.74,38.81,
WC,01-Jun-09,2009-06-01,Integrated,,1,a,0.25,10.00,,0.07,0.02,0.03,0.08,0.00,36.44,2.93,1.64,41.01,
WC,01-Jun-09,2009-06-01,Integrated,,2,a,0.25,10.00,,0.09,0.03,0.04,0.10,0.01,39.58,2.32,2.20,44.10,
WC,01-Jun-09,2009-06-01,Surface,,1,a,0.25,10.00,,0.08,0.03,0.04,0.09,0.01,38.24,2.03,2.86,43.13,
WC,01-Jun-09,2009-06-01,Surface,,2,a,0.25,10.00,,0.07,0.02,0.03,0.08,0.01,33.34,2.10,0.92,36.36,
WC,15-Jun-09,2009-06-15,Integrated,,1,a,0.25,10.00,,0.14,0.04,0.05,0.15,0.01,64.29,-0.52,3.06,66.83,
WC,15-Jun-09,2009-06-15,Integrated,,2,a,0.25,10.00,,0.14,0.04,0.05,0.15,0.01,64.76,-0.62,4.04,68.18,
WC,15-Jun-09,2009-06-15,Surface,,1,a,0.25,10.00,,0.22,0.05,0.07,0.24,0.01,105.20,-3.81,7.51,108.89,
WC,15-Jun-09,2009-06-15,Surface,,2,a,0.25,10.00,,0.21,0.05,0.07,0.24,0.01,102.31,-3.44,7.01,105.88,
WC,29-Jun-09,2009-06-29,Integrated,,1,a,0.25,10.00,,0.20,0.05,0.07,0.17,0.03,66.49,-1.14,0.97,66.33,
WC,29-Jun-09,2009-06-29,Integrated,,2,a,0.25,10.00,,0.17,0.03,0.05,0.15,0.01,64.30,0.92,2.12,67.33,
WC,29-Jun-09,2009-06-29,Surface,,1,a,0.25,10.00,,0.16,0.03,0.05,0.13,0.01,56.41,1.29,2.32,60.03,
WC,29-Jun-09,2009-06-29,Surface,,2,a,0.25,10.00,,0.16,0.03,0.04,0.13,0.01,57.15,1.42,3.46,62.03,
WC,13-Jul-09,2009-07-13,Integrated,,1,a,0.25,10.00,,0.29,0.06,0.07,0.28,0.01,124.16,-7.51,17.27,133.92,
WC,13-Jul-09,2009-07-13,Integrated,,2,a,0.25,10.00,,0.32,0.07,0.08,0.30,0.01,133.50,-8.64,18.29,143.15,
WC,13-Jul-09,2009-07-13,Surface,,1,a,0.25,10.00,,0.25,0.06,0.07,0.24,0.01,106.63,-6.07,15.84,116.40,
WC,13-Jul-09,2009-07-13,Surface,,2,a,0.25,10.00,,0.28,0.06,0.07,0.26,0.01,117.42,-7.66,13.50,123.26,
WC,27-Jul-09,2009-07-27,Integrated,,1,a,0.25,10.00,,0.10,0.04,0.06,0.10,0.04,30.48,2.38,-10.12,22.74,
WC,27-Jul-09,2009-07-27,Integrated,,2,a,0.25,10.00,,0.08,0.03,0.05,0.10,0.03,29.91,0.47,-12.61,17.77,
WC,27-Jul-09,2009-07-27,Surface,,1,a,0.25,10.00,,0.10,0.03,0.05,0.11,0.02,37.94,2.08,-10.43,29.59,
WC,27-Jul-09,2009-07-27,Surface,,2,a,0.25,10.00,,0.09,0.02,0.04,0.11,0.02,38.82,1.33,-12.44,27.71,
WC,10-Aug-09,2009-08-10,Integrated,,1,a,0.25,10.00,,0.25,0.07,0.09,0.24,0.03,93.20,-0.86,0.66,93.00,
WC,10-Aug-09,2009-08-10,Integrated,,2,a,0.25,10.00,,0.26,0.06,0.09,0.25,0.03,97.81,-2.51,0.65,95.95,
WC,10-Aug-09,2009-08-10,Surface,,1,a,0.25,10.00,,0.24,0.07,0.09,0.22,0.04,84.64,1.45,1.27,87.35,
WC,10-Aug-09,2009-08-10,Surface,,2,a,0.25,10.00,,0.25,0.07,0.09,0.23,0.04,89.52,0.28,1.05,90.85,
WC,24-Aug-09,2009-08-24,Integrated,,1,a,0.25,10.00,,0.36,0.10,0.13,0.32,0.07,118.37,-5.71,-0.30,112.37,
WC,24-Aug-09,2009-08-24,Integrated,,2,a,0.25,10.00,,0.38,0.13,0.16,0.34,0.09,112.30,-3.82,0.29,108.78,
WC,24-Aug-09,2009-08-24,Surface,,1,a,0.25,10.00,,0.32,0.11,0.13,0.30,0.07,105.32,-2.84,0.67,103.14,
WC,24-Aug-09,2009-08-24,Surface,,2,a,0.25,10.00,,0.30,0.08,0.11,0.29,0.04,113.36,-5.95,0.07,107.48,
WC,03-May-10,2010-05-03,Integrated,,1,a,0.25,10.00,,0.12,0.05,0.06,0.12,0.04,36.55,2.61,0.26,39.43,
WC,03-May-10,2010-05-03,Integrated,,2,a,0.25,10.00,,0.17,0.09,0.10,0.14,0.06,37.17,9.23,9.46,55.86,
WC,03-May-10,2010-05-03,Surface,,1,a,0.25,10.00,,0.11,0.04,0.05,0.10,0.02,36.72,2.83,4.50,44.05,
WC,03-May-10,2010-05-03,Surface,,2,a,0.25,10.00,,0.13,0.06,0.06,0.12,0.04,35.98,4.46,7.14,47.58,
WC,17-May-10,2010-05-17,Integrated,,1,a,0.25,10.00,,0.10,0.04,0.05,0.11,0.02,39.92,-1.84,-0.64,37.45,
WC,17-May-10,2010-05-17,Integrated,,2,a,0.25,10.00,,0.10,0.04,0.05,0.11,0.03,39.06,-3.15,-1.55,34.36,
WC,17-May-10,2010-05-17,Surface,,1,a,0.25,10.00,,0.09,0.04,0.04,0.10,0.02,36.96,-2.16,0.29,35.09,
WC,17-May-10,2010-05-17,Surface,,2,a,0.25,10.00,,0.10,0.04,0.05,0.11,0.02,41.26,-2.63,-0.46,38.17,
WC,31-May-10,2010-05-31,Integrated,,1,a,0.25,10.00,,0.08,0.03,0.04,0.08,0.02,26.26,2.97,0.68,29.91,
WC,31-May-10,2010-05-31,Integrated,,2,a,0.25,10.00,,0.05,0.01,0.02,0.06,0.00,25.01,3.50,1.44,29.95,
WC,31-May-10,2010-05-31,Surface,,1,a,0.25,10.00,,0.05,0.01,0.02,0.06,0.00,25.40,3.47,0.50,29.37,
WC,31-May-10,2010-05-31,Surface,,2,a,0.25,10.00,,0.05,0.01,0.02,0.06,0.00,26.59,2.56,-0.66,28.50,
WC,14-Jun-10,2010-06-14,Integrated,,1,a,0.25,10.00,,0.58,0.43,0.42,0.45,0.34,45.63,35.09,53.92,134.64,
WC,14-Jun-10,2010-06-14,Integrated,,2,a,0.25,10.00,,0.51,0.34,0.33,0.36,0.26,43.51,32.43,50.13,126.07,
WC,14-Jun-10,2010-06-14,Surface,,1,a,0.25,10.00,,0.13,0.05,0.05,0.08,0.02,26.47,5.23,8.97,40.66,
WC,14-Jun-10,2010-06-14,Surface,,2,a,0.25,10.00,,0.35,0.23,0.23,0.25,0.17,35.47,21.84,35.89,93.20,
WC,28-Jun-10,2010-06-28,Integrated,,1,a,0.25,10.00,,0.07,0.03,0.04,0.07,0.02,21.65,4.52,-1.55,24.62,
WC,28-Jun-10,2010-06-28,Integrated,,2,a,0.25,10.00,,0.14,0.11,0.13,0.15,0.10,21.79,7.52,-0.01,29.30,
WC,28-Jun-10,2010-06-28,Surface,,1,a,0.25,10.00,,0.06,0.02,0.03,0.06,0.02,22.15,2.16,-0.63,23.69,
WC,28-Jun-10,2010-06-28,Surface,,2,a,0.25,10.00,,0.06,0.02,0.03,0.06,0.01,20.04,2.61,-0.69,21.95,
WC,12-Jul-10,2010-07-12,Integrated,,1,a,0.25,10.00,,0.07,0.03,0.04,0.07,0.02,22.01,1.08,-0.18,22.90,
WC,12-Jul-10,2010-07-12,Integrated,,2,a,0.25,10.00,,0.06,0.02,0.03,0.06,0.01,22.69,2.40,1.37,26.46,
WC,12-Jul-10,2010-07-12,Surface,,1,a,0.25,10.00,,0.05,0.01,0.01,0.05,0.00,21.76,1.59,-0.10,23.25,
WC,12-Jul-10,2010-07-12,Surface,,2,a,0.25,10.00,,0.13,0.11,0.11,0.14,0.10,18.75,-0.99,1.53,19.29,
WC,26-Jul-10,2010-07-26,Integrated,,1,a,0.25,10.00,,0.04,0.01,0.02,0.04,0.01,15.88,2.34,0.00,18.22,
WC,26-Jul-10,2010-07-26,Integrated,,2,a,0.25,10.00,,0.03,0.01,0.01,0.03,0.00,13.63,2.78,0.01,16.42,
WC,26-Jul-10,2010-07-26,Surface,,1,a,0.25,10.00,,0.03,0.01,0.01,0.03,0.01,10.17,1.62,-0.89,10.90,
WC,26-Jul-10,2010-07-26,Surface,,2,a,0.25,10.00,,0.03,0.01,0.01,0.03,0.00,11.15,2.97,0.41,14.53,
WC,09-Aug-10,2010-08-09,Integrated,,1,a,0.25,10.00,,0.08,0.02,0.03,0.07,0.02,25.46,2.86,-1.63,26.68,
WC,09-Aug-10,2010-08-09,Integrated,,2,a,0.25,10.00,,0.08,0.03,0.04,0.07,0.02,25.67,2.36,-1.85,26.18,
WC,09-Aug-10,2010-08-09,Surface,,1,a,0.25,10.00,,0.08,0.03,0.04,0.07,0.02,20.63,3.02,-2.62,21.03,
WC,09-Aug-10,2010-08-09,Surface,,2,a,0.25,10.00,,0.08,0.02,0.03,0.07,0.01,28.51,3.99,-1.64,30.86,
WC,23-Aug-10,2010-08-23,Integrated,,1,a,0.25,10.00,,0.15,0.02,0.03,0.14,-0.01,68.77,-1.63,5.73,72.87,
WC,23-Aug-10,2010-08-23,Integrated,,2,a,0.25,10.00,,0.13,0.01,0.02,0.12,-0.01,59.96,-1.51,4.69,63.14,
WC,23-Aug-10,2010-08-23,Surface,,1,a,0.25,10.00,,0.11,0.01,0.02,0.10,-0.01,52.15,-1.54,3.59,54.19,
WC,23-Aug-10,2010-08-23,Surface,,2,a,0.25,10.00,,0.11,0.01,0.02,0.10,-0.01,50.93,-1.44,3.59,53.08,
WC,02-May-11,2011-05-02,Integrated,,1,a,0.15,10.00,,0.16,0.08,0.09,0.14,0.06,62.86,10.28,14.84,87.98,
WC,02-May-11,2011-05-02,Integrated,,2,a,0.15,10.00,,0.17,0.08,0.09,0.16,0.05,78.70,10.17,16.62,105.48,
WC,02-May-11,2011-05-02,Surface,,1,a,0.15,10.00,,0.10,0.02,0.04,0.09,0.01,64.61,5.41,4.48,74.51,
WC,02-May-11,2011-05-02,Surface,,2,a,0.15,10.00,,0.12,0.04,0.05,0.11,0.02,64.88,5.96,6.81,77.66,
WC,16-May-11,2011-05-16,Integrated,,1,a,0.15,10.00,,0.04,0.00,0.02,0.04,0.00,29.93,6.15,-5.15,30.93,
WC,16-May-11,2011-05-16,Integrated,,2,a,0.15,10.00,,0.01,-0.01,0.00,0.01,-0.01,21.00,6.20,-3.15,24.05,
WC,16-May-11,2011-05-16,Surface,,1,a,0.15,10.00,,0.02,0.00,0.01,0.02,0.00,19.65,1.97,-3.67,17.95,
WC,16-May-11,2011-05-16,Surface,,2,a,0.15,10.00,,0.00,-0.01,-0.01,0.01,-0.02,21.01,3.65,-0.68,23.98,
WC,30-May-11,2011-05-30,Surface,,1,a,0.25,10.00,,0.09,0.05,0.06,0.08,0.04,18.46,6.11,6.36,30.94,
WC,30-May-11,2011-05-30,Surface,,2,a,0.25,10.00,,0.10,0.06,0.06,0.09,0.04,19.45,5.61,4.38,29.43,
WC,13-Jun-11,2011-06-13,Integrated,,1,a,0.25,10.00,,0.02,0.01,0.02,0.02,0.01,7.52,2.46,-2.48,7.51,
WC,13-Jun-11,2011-06-13,Integrated,,2,a,0.25,10.00,,0.02,0.00,0.01,0.02,0.00,8.38,2.22,-1.77,8.84,
WC,13-Jun-11,2011-06-13,Surface,,1,a,0.25,10.00,,0.03,0.00,0.01,0.02,0.00,11.45,2.97,-0.03,14.39,
WC,13-Jun-11,2011-06-13,Surface,,2,a,0.25,10.00,,0.04,0.01,0.01,0.03,0.00,11.29,3.59,0.85,15.73,
WC,27-Jun-11,2011-06-27,Integrated,,1,a,0.25,10.00,,0.03,0.02,0.02,0.03,0.02,5.82,1.57,-2.18,5.21,
WC,27-Jun-11,2011-06-27,Integrated,,2,a,0.25,10.00,,0.03,0.02,0.02,0.03,0.02,6.54,1.13,-2.24,5.44,
WC,27-Jun-11,2011-06-27,Surface,,1,a,0.25,10.00,,0.04,0.02,0.03,0.04,0.02,9.66,0.67,-2.23,8.11,
WC,27-Jun-11,2011-06-27,Surface,,2,a,0.25,10.00,,0.03,0.02,0.03,0.04,0.02,7.55,0.45,-2.56,5.44,
WC,11-Jul-11,2011-07-11,Integrated,,1,a,0.25,10.00,,0.08,0.02,0.03,0.09,0.00,41.44,0.77,3.52,45.73,
WC,11-Jul-11,2011-07-11,Integrated,,2,a,0.25,10.00,,0.05,0.02,0.02,0.06,0.01,21.35,1.47,0.59,23.41,
WC,11-Jul-11,2011-07-11,Surface,,1,a,0.25,10.00,,0.06,0.03,0.03,0.07,0.02,22.54,0.25,-0.81,21.97,
WC,11-Jul-11,2011-07-11,Surface,,2,a,0.25,10.00,,0.08,0.03,0.04,0.08,0.02,27.55,0.20,-0.68,27.07,
WC,25-Jul-11,2011-07-25,Integrated,,1,a,0.25,10.00,,0.05,0.01,0.01,0.05,0.00,21.38,-0.71,-0.34,20.33,
WC,25-Jul-11,2011-07-25,Integrated,,2,a,0.25,10.00,,0.04,0.00,0.00,0.04,-0.01,21.89,-0.02,0.52,22.38,
WC,25-Jul-11,2011-07-25,Surface,,1,a,0.25,10.00,,0.05,0.01,0.01,0.04,0.00,17.32,-0.67,-2.01,14.64,
WC,25-Jul-11,2011-07-25,Surface,,2,a,0.25,10.00,,0.03,-0.01,-0.01,0.03,-0.02,20.43,0.34,0.50,21.28,
WC,08-Aug-11,2011-08-08,Integrated,,1,a,0.25,10.00,,0.06,0.03,0.03,0.06,0.02,16.85,-0.50,-2.00,14.35,
WC,08-Aug-11,2011-08-08,Integrated,,2,a,0.25,10.00,,0.04,0.01,0.02,0.04,0.01,13.55,1.01,-1.48,13.08,
WC,08-Aug-11,2011-08-08,Surface,,1,a,0.25,10.00,,0.03,0.00,0.01,0.03,0.00,15.70,1.69,-2.15,15.24,
WC,08-Aug-11,2011-08-08,Surface,,2,a,0.25,10.00,,0.04,0.01,0.02,0.04,0.01,15.26,1.47,-1.76,14.97,
WC,22-Aug-11,2011-08-22,Integrated,,1,a,0.25,10.00,,0.03,0.01,0.02,0.04,0.00,15.27,4.93,0.19,20.39,
WC,22-Aug-11,2011-08-22,Integrated,,2,a,0.25,10.00,,0.07,0.02,0.03,0.08,0.01,32.49,6.31,0.97,39.76,
WC,22-Aug-11,2011-08-22,Surface,,1,a,0.25,10.00,,0.07,0.03,0.05,0.09,0.02,32.38,6.52,0.13,39.03,
WC,22-Aug-11,2011-08-22,Surface,,2,a,0.25,10.00,,0.02,0.00,0.01,0.03,0.00,15.18,4.48,-0.52,19.14,
WC,07-Sep-11,2011-09-07,Integrated,,1,a,0.25,10.00,,0.07,0.02,0.03,0.10,0.00,44.45,3.89,3.36,51.71,
WC,07-Sep-11,2011-09-07,Integrated,,2,a,0.25,10.00,,0.07,0.02,0.03,0.10,0.00,44.54,3.74,3.08,51.37,
WC,07-Sep-11,2011-09-07,Surface,,1,a,0.25,10.00,,0.11,0.03,0.05,0.15,0.00,66.34,6.67,4.25,77.27,
